"i","j","x"
951,12,1
959,12,1
995,12,1
1000,12,1
1030,12,1
1066,12,1
1096,12,1
1106,12,1
1114,12,1
1180,12,1
1182,12,1
1241,12,1
1255,12,1
1262,12,1
1292,12,1
1297,12,1
1305,12,1
1319,12,1
1339,12,1
1357,12,1
1364,12,1
1374,12,1
1385,12,1
1398,12,1
1404,12,1
1432,12,1
1459,12,1
1493,12,1
1504,12,1
1521,12,1
1541,12,1
1577,12,1
1615,12,1
1679,12,1
1725,12,1
1733,12,1
1759,12,1
1816,12,1
1863,12,1
1887,12,1
1895,12,1
1923,12,1
1934,12,1
1969,12,1
1974,12,1
2001,12,1
2041,12,1
2092,12,1
2099,12,1
2157,12,1
2184,12,1
2201,12,1
2233,12,1
2329,12,1
2332,12,1
2347,12,1
2348,12,1
2371,12,1
2379,12,1
2440,12,1
2489,12,1
2498,12,1
2586,12,1
2588,12,1
2600,12,1
2611,12,1
2661,12,1
2677,12,1
2699,12,1
2701,12,1
2735,12,1
2749,12,1
2758,12,1
2781,12,1
2798,12,1
2801,12,1
2804,12,1
2805,12,1
2849,12,1
2850,12,1
2855,12,1
2935,12,1
2941,12,1
3008,12,1
3009,12,1
3012,12,1
3021,12,1
3025,12,1
3028,12,1
3030,12,1
3043,12,1
3045,12,1
3085,12,1
3093,12,1
3106,12,1
3107,12,1
3115,12,1
3123,12,1
3144,12,1
3163,12,1
3197,12,1
3314,12,1
3332,12,1
3334,12,1
3380,12,1
3410,12,1
3435,12,1
3484,12,1
3491,12,1
3509,12,1
3511,12,1
3518,12,1
3532,12,1
3543,12,1
3577,12,1
3592,12,1
3594,12,1
3599,12,1
3623,12,1
3627,12,1
3631,12,1
3632,12,1
3633,12,1
3634,12,1
3642,12,1
3648,12,1
3649,12,1
3660,12,1
3661,12,1
3698,12,1
3701,12,1
3721,12,1
3723,12,1
3812,12,1
3864,12,1
3912,12,1
3930,12,1
3937,12,1
3938,12,1
3968,12,1
3994,12,1
4035,12,1
4051,12,1
4062,12,1
4065,12,1
4101,12,1
4232,12,1
4243,12,1
4260,12,1
4268,12,1
4293,12,1
4358,12,1
4392,12,1
4415,12,1
4427,12,1
4452,12,1
4470,12,1
4477,12,1
4479,12,1
4484,12,1
4485,12,1
4486,12,1
4499,12,1
4533,12,1
4542,12,1
4545,12,1
4557,12,1
4570,12,1
4599,12,1
4600,12,1
4606,12,1
4614,12,1
4625,12,1
4643,12,1
4716,12,1
4750,12,1
4759,12,1
4777,12,1
4780,12,1
4786,12,1
4830,12,1
4851,12,1
4864,12,1
4903,12,1
4906,12,1
4908,12,1
4928,12,1
4944,12,1
4998,12,1
5030,12,1
5068,12,1
5072,12,1
5111,12,1
5117,12,1
5173,12,1
5254,12,1
5270,12,1
5309,12,1
5320,12,1
5348,12,1
5376,12,1
5428,12,1
5497,12,1
5533,12,1
5534,12,1
5547,12,1
5566,12,1
5596,12,1
5641,12,1
5646,12,1
5647,12,1
5660,12,1
5746,12,1
5774,12,1
5901,12,1
5946,12,1
6034,12,1
6077,12,1
6087,12,1
6093,12,1
6094,12,1
6168,12,1
6177,12,1
6221,12,1
6285,12,1
6295,12,1
6321,12,1
6325,12,1
6381,12,1
6405,12,1
6456,12,1
6479,12,1
6498,12,1
6526,12,1
6535,12,1
6544,12,1
6565,12,1
6571,12,1
6617,12,1
6668,12,1
6671,12,1
6673,12,1
6690,12,1
6692,12,1
6699,12,1
6730,12,1
6768,12,1
6776,12,1
6820,12,1
6833,12,1
6858,12,1
6910,12,1
6917,12,1
6985,12,1
7045,12,1
7047,12,1
7050,12,1
7055,12,1
7110,12,1
7167,12,1
7259,12,1
7263,12,1
7301,12,1
7363,12,1
7369,12,1
7390,12,1
7475,12,1
7484,12,1
7507,12,1
7511,12,1
7546,12,1
7550,12,1
7587,12,1
7596,12,1
7600,12,1
7614,12,1
7627,12,1
7673,12,1
7717,12,1
7733,12,1
7762,12,1
7912,12,1
7952,12,1
7967,12,1
7968,12,1
7982,12,1
7994,12,1
7998,12,1
8026,12,1
18,13,1
84,13,1
219,13,1
234,13,1
267,13,1
337,13,1
530,13,1
608,13,1
613,13,1
620,13,1
658,13,1
673,13,1
851,13,1
920,13,1
949,13,1
1047,13,1
1093,13,1
1136,13,1
1171,13,1
1315,13,1
1431,13,1
1572,13,1
1579,13,1
1581,13,1
1583,13,1
1629,13,1
1724,13,1
1833,13,1
1834,13,1
2008,13,1
2016,13,1
2125,13,1
2138,13,1
2161,13,1
2324,13,1
2338,13,1
2411,13,1
2485,13,1
2550,13,1
2640,13,1
2647,13,1
2672,13,1
2733,13,1
2744,13,1
2871,13,1
2879,13,1
2916,13,1
2928,13,1
2968,13,1
3046,13,1
3087,13,1
3146,13,1
3202,13,1
3210,13,1
3317,13,1
3326,13,1
3395,13,1
3406,13,1
3430,13,1
3437,13,1
3457,13,1
3571,13,1
3656,13,1
3699,13,1
3715,13,1
3728,13,1
3856,13,1
3909,13,1
3919,13,1
3960,13,1
4152,13,1
4200,13,1
4269,13,1
4284,13,1
4378,13,1
4518,13,1
4597,13,1
4646,13,1
4862,13,1
4963,13,1
4992,13,1
5023,13,1
5079,13,1
5276,13,1
5300,13,1
5323,13,1
5388,13,1
5397,13,1
5419,13,1
5425,13,1
5689,13,1
5713,13,1
5837,13,1
5919,13,1
5942,13,1
6066,13,1
6069,13,1
6155,13,1
6243,13,1
6252,13,1
6375,13,1
6386,13,1
6407,13,1
6414,13,1
6435,13,1
6470,13,1
6563,13,1
6658,13,1
6695,13,1
6716,13,1
6757,13,1
6806,13,1
6813,13,1
6876,13,1
6923,13,1
6928,13,1
7010,13,1
7121,13,1
7169,13,1
7347,13,1
7356,13,1
7366,13,1
7367,13,1
7494,13,1
7506,13,1
7591,13,1
7635,13,1
7703,13,1
7713,13,1
7778,13,1
7858,13,1
7966,13,1
118,14,1
136,14,1
145,14,1
161,14,1
185,14,1
193,14,1
366,14,1
710,14,1
840,14,1
852,14,1
904,14,1
1078,14,1
1108,14,1
1110,14,1
1202,14,1
1269,14,1
1547,14,1
1558,14,1
1736,14,1
1807,14,1
1854,14,1
2025,14,1
2039,14,1
2115,14,1
2180,14,1
2189,14,1
2257,14,1
2285,14,1
2318,14,1
2346,14,1
2378,14,1
2382,14,1
2431,14,1
2540,14,1
2573,14,1
2599,14,1
2697,14,1
2705,14,1
2821,14,1
2830,14,1
2931,14,1
2957,14,1
2978,14,1
3077,14,1
3083,14,1
3110,14,1
3113,14,1
3133,14,1
3199,14,1
3225,14,1
3301,14,1
3328,14,1
3365,14,1
3432,14,1
3590,14,1
3606,14,1
3891,14,1
3959,14,1
3963,14,1
4112,14,1
4131,14,1
4169,14,1
4290,14,1
4320,14,1
4377,14,1
4612,14,1
4617,14,1
4653,14,1
4724,14,1
4775,14,1
5100,14,1
5245,14,1
5395,14,1
5456,14,1
5478,14,1
5578,14,1
5642,14,1
5816,14,1
6046,14,1
6047,14,1
6075,14,1
6119,14,1
6207,14,1
6263,14,1
6367,14,1
6424,14,1
6451,14,1
6554,14,1
6578,14,1
6609,14,1
6918,14,1
6953,14,1
7005,14,1
7035,14,1
7048,14,1
7051,14,1
7116,14,1
7200,14,1
7201,14,1
7310,14,1
7382,14,1
7397,14,1
7428,14,1
7674,14,1
7676,14,1
7680,14,1
7709,14,1
7731,14,1
7803,14,1
7805,14,1
7809,14,1
7829,14,1
7840,14,1
7863,14,1
7902,14,1
7916,14,1
7927,14,1
8023,14,1
118,15,1
136,15,1
193,15,1
852,15,1
1078,15,1
1547,15,1
1807,15,1
2025,15,1
2115,15,1
2285,15,1
2431,15,1
2573,15,1
2978,15,1
3110,15,1
3225,15,1
3301,15,1
3365,15,1
3590,15,1
4112,15,1
4131,15,1
4320,15,1
4377,15,1
5100,15,1
5245,15,1
5478,15,1
5642,15,1
5816,15,1
6047,15,1
6119,15,1
6367,15,1
6554,15,1
6578,15,1
6918,15,1
6953,15,1
7035,15,1
7397,15,1
7674,15,1
7809,15,1
7829,15,1
7840,15,1
332,16,1
547,16,1
824,16,1
939,16,1
1005,16,1
1143,16,1
1306,16,1
1320,16,1
1413,16,1
1527,16,1
1550,16,1
1672,16,1
1756,16,1
1825,16,1
1960,16,1
2309,16,1
2323,16,1
2948,16,1
3345,16,1
3399,16,1
3529,16,1
3619,16,1
3686,16,1
3775,16,1
3778,16,1
3796,16,1
4029,16,1
4398,16,1
4609,16,1
4894,16,1
5212,16,1
5461,16,1
5600,16,1
5760,16,1
5912,16,1
6425,16,1
7125,16,1
7282,16,1
7448,16,1
7451,16,1
7594,16,1
7946,16,1
8000,16,1
85,17,1
127,17,1
176,17,1
227,17,1
256,17,1
270,17,1
279,17,1
304,17,1
332,17,1
543,17,1
547,17,1
609,17,1
616,17,1
619,17,1
739,17,1
771,17,1
822,17,1
835,17,1
1011,17,1
1291,17,1
1293,17,1
1349,17,1
1350,17,1
1391,17,1
1425,17,1
1445,17,1
1472,17,1
1498,17,1
1513,17,1
1771,17,1
1806,17,1
1830,17,1
1870,17,1
1906,17,1
1972,17,1
1993,17,1
2252,17,1
2377,17,1
2493,17,1
2537,17,1
2545,17,1
2568,17,1
2593,17,1
2702,17,1
2816,17,1
2853,17,1
2934,17,1
2945,17,1
2948,17,1
2960,17,1
2977,17,1
2998,17,1
3005,17,1
3066,17,1
3068,17,1
3069,17,1
3209,17,1
3215,17,1
3229,17,1
3230,17,1
3257,17,1
3311,17,1
3318,17,1
3360,17,1
3399,17,1
3425,17,1
3429,17,1
3507,17,1
3604,17,1
3689,17,1
3796,17,1
3823,17,1
3849,17,1
3970,17,1
4279,17,1
4321,17,1
4323,17,1
4330,17,1
4373,17,1
4394,17,1
4398,17,1
4461,17,1
4549,17,1
4571,17,1
4601,17,1
4602,17,1
4609,17,1
4667,17,1
4708,17,1
4737,17,1
4860,17,1
4891,17,1
4901,17,1
4915,17,1
4916,17,1
4954,17,1
5039,17,1
5090,17,1
5242,17,1
5253,17,1
5259,17,1
5260,17,1
5283,17,1
5372,17,1
5407,17,1
5530,17,1
5541,17,1
5621,17,1
5775,17,1
6030,17,1
6080,17,1
6196,17,1
6206,17,1
6234,17,1
6362,17,1
6391,17,1
6459,17,1
6486,17,1
6550,17,1
6588,17,1
6648,17,1
6685,17,1
6726,17,1
6779,17,1
6850,17,1
6879,17,1
6892,17,1
6904,17,1
6941,17,1
6952,17,1
6968,17,1
6991,17,1
7019,17,1
7076,17,1
7095,17,1
7108,17,1
7125,17,1
7215,17,1
7234,17,1
7303,17,1
7329,17,1
7360,17,1
7422,17,1
7424,17,1
7501,17,1
7567,17,1
7597,17,1
7765,17,1
7797,17,1
7830,17,1
7862,17,1
7918,17,1
7922,17,1
7984,17,1
1753,18,1
2035,18,1
2722,18,1
3770,18,1
4219,18,1
4335,18,1
5027,18,1
5113,18,1
5237,18,1
5284,18,1
6799,18,1
7820,18,1
21,19,1
151,19,1
177,19,1
229,19,1
240,19,1
289,19,1
354,19,1
368,19,1
375,19,1
384,19,1
395,19,1
555,19,1
582,19,1
730,19,1
780,19,1
819,19,1
849,19,1
872,19,1
1195,19,1
1214,19,1
1229,19,1
1331,19,1
1336,19,1
1402,19,1
1409,19,1
1526,19,1
1643,19,1
1718,19,1
1770,19,1
1823,19,1
1898,19,1
1941,19,1
1957,19,1
2018,19,1
2057,19,1
2065,19,1
2107,19,1
2150,19,1
2294,19,1
2357,19,1
2385,19,1
2503,19,1
2739,19,1
2771,19,1
2835,19,1
2947,19,1
2976,19,1
2982,19,1
2987,19,1
3072,19,1
3076,19,1
3184,19,1
3235,19,1
3273,19,1
3289,19,1
3401,19,1
3456,19,1
3470,19,1
3580,19,1
3798,19,1
3818,19,1
3893,19,1
3990,19,1
4088,19,1
4115,19,1
4116,19,1
4205,19,1
4324,19,1
4363,19,1
4370,19,1
4441,19,1
4492,19,1
4575,19,1
4696,19,1
4788,19,1
4790,19,1
4801,19,1
4826,19,1
4854,19,1
4933,19,1
5016,19,1
5110,19,1
5116,19,1
5121,19,1
5136,19,1
5174,19,1
5208,19,1
5294,19,1
5375,19,1
5400,19,1
5410,19,1
5569,19,1
5593,19,1
5700,19,1
5715,19,1
5800,19,1
5873,19,1
5923,19,1
5991,19,1
6135,19,1
6137,19,1
6159,19,1
6522,19,1
6626,19,1
6634,19,1
6694,19,1
6766,19,1
6883,19,1
6963,19,1
7042,19,1
7288,19,1
7295,19,1
7339,19,1
7349,19,1
7400,19,1
7436,19,1
7576,19,1
7769,19,1
7776,19,1
7804,19,1
7826,19,1
7933,19,1
661,20,1
1023,20,1
1408,20,1
1638,20,1
1749,20,1
2215,20,1
2353,20,1
2663,20,1
3602,20,1
3731,20,1
3795,20,1
4209,20,1
4728,20,1
4800,20,1
4817,20,1
4869,20,1
4872,20,1
5003,20,1
5067,20,1
5178,20,1
5232,20,1
5704,20,1
5743,20,1
6274,20,1
6324,20,1
7993,20,1
12,21,1
13,21,1
16,21,1
31,21,1
50,21,1
51,21,1
61,21,1
82,21,1
84,21,1
92,21,1
107,21,1
124,21,1
155,21,1
178,21,1
180,21,1
202,21,1
204,21,1
210,21,1
214,21,1
215,21,1
219,21,1
241,21,1
251,21,1
285,21,1
300,21,1
302,21,1
324,21,1
325,21,1
328,21,1
329,21,1
378,21,1
384,21,1
393,21,1
404,21,1
406,21,1
408,21,1
410,21,1
426,21,1
431,21,1
434,21,1
461,21,1
465,21,1
470,21,1
472,21,1
487,21,1
488,21,1
491,21,1
503,21,1
509,21,1
529,21,1
530,21,1
532,21,1
541,21,1
553,21,1
555,21,1
561,21,1
563,21,1
599,21,1
631,21,1
633,21,1
670,21,1
672,21,1
674,21,1
694,21,1
702,21,1
704,21,1
727,21,1
734,21,1
749,21,1
753,21,1
755,21,1
761,21,1
774,21,1
786,21,1
794,21,1
795,21,1
806,21,1
809,21,1
821,21,1
826,21,1
833,21,1
846,21,1
848,21,1
859,21,1
863,21,1
885,21,1
894,21,1
895,21,1
899,21,1
909,21,1
921,21,1
927,21,1
934,21,1
942,21,1
946,21,1
950,21,1
965,21,1
993,21,1
995,21,1
997,21,1
1003,21,1
1006,21,1
1014,21,1
1016,21,1
1028,21,1
1038,21,1
1044,21,1
1048,21,1
1081,21,1
1083,21,1
1088,21,1
1102,21,1
1117,21,1
1120,21,1
1139,21,1
1140,21,1
1150,21,1
1154,21,1
1158,21,1
1164,21,1
1167,21,1
1182,21,1
1195,21,1
1219,21,1
1224,21,1
1237,21,1
1240,21,1
1243,21,1
1244,21,1
1250,21,1
1252,21,1
1256,21,1
1258,21,1
1260,21,1
1264,21,1
1270,21,1
1301,21,1
1303,21,1
1304,21,1
1315,21,1
1333,21,1
1335,21,1
1339,21,1
1342,21,1
1346,21,1
1351,21,1
1352,21,1
1368,21,1
1376,21,1
1390,21,1
1404,21,1
1412,21,1
1414,21,1
1417,21,1
1426,21,1
1430,21,1
1431,21,1
1449,21,1
1468,21,1
1470,21,1
1495,21,1
1496,21,1
1515,21,1
1522,21,1
1532,21,1
1534,21,1
1554,21,1
1562,21,1
1572,21,1
1579,21,1
1614,21,1
1618,21,1
1651,21,1
1668,21,1
1669,21,1
1671,21,1
1681,21,1
1698,21,1
1709,21,1
1712,21,1
1723,21,1
1734,21,1
1739,21,1
1745,21,1
1751,21,1
1752,21,1
1755,21,1
1763,21,1
1764,21,1
1772,21,1
1774,21,1
1786,21,1
1793,21,1
1794,21,1
1805,21,1
1808,21,1
1816,21,1
1819,21,1
1823,21,1
1833,21,1
1838,21,1
1863,21,1
1874,21,1
1879,21,1
1888,21,1
1894,21,1
1899,21,1
1910,21,1
1911,21,1
1921,21,1
1923,21,1
1926,21,1
1934,21,1
1937,21,1
1945,21,1
1954,21,1
1956,21,1
1961,21,1
1970,21,1
1971,21,1
1974,21,1
2001,21,1
2002,21,1
2011,21,1
2012,21,1
2015,21,1
2022,21,1
2032,21,1
2036,21,1
2058,21,1
2060,21,1
2072,21,1
2079,21,1
2081,21,1
2084,21,1
2102,21,1
2103,21,1
2108,21,1
2135,21,1
2139,21,1
2142,21,1
2158,21,1
2167,21,1
2212,21,1
2219,21,1
2221,21,1
2224,21,1
2227,21,1
2240,21,1
2243,21,1
2244,21,1
2245,21,1
2278,21,1
2281,21,1
2288,21,1
2297,21,1
2322,21,1
2356,21,1
2360,21,1
2381,21,1
2389,21,1
2398,21,1
2408,21,1
2412,21,1
2415,21,1
2423,21,1
2438,21,1
2440,21,1
2450,21,1
2452,21,1
2462,21,1
2469,21,1
2474,21,1
2488,21,1
2508,21,1
2516,21,1
2525,21,1
2538,21,1
2561,21,1
2567,21,1
2578,21,1
2579,21,1
2598,21,1
2602,21,1
2611,21,1
2626,21,1
2638,21,1
2649,21,1
2660,21,1
2684,21,1
2692,21,1
2720,21,1
2724,21,1
2728,21,1
2732,21,1
2736,21,1
2738,21,1
2740,21,1
2758,21,1
2780,21,1
2783,21,1
2796,21,1
2798,21,1
2808,21,1
2815,21,1
2827,21,1
2832,21,1
2835,21,1
2848,21,1
2860,21,1
2862,21,1
2870,21,1
2877,21,1
2884,21,1
2891,21,1
2895,21,1
2896,21,1
2902,21,1
2906,21,1
2907,21,1
2909,21,1
2923,21,1
2935,21,1
2941,21,1
2954,21,1
2965,21,1
2985,21,1
2986,21,1
2989,21,1
2990,21,1
2992,21,1
2997,21,1
3028,21,1
3046,21,1
3057,21,1
3059,21,1
3075,21,1
3097,21,1
3115,21,1
3121,21,1
3127,21,1
3146,21,1
3153,21,1
3163,21,1
3170,21,1
3177,21,1
3178,21,1
3184,21,1
3197,21,1
3219,21,1
3247,21,1
3264,21,1
3283,21,1
3285,21,1
3295,21,1
3302,21,1
3306,21,1
3308,21,1
3322,21,1
3329,21,1
3331,21,1
3333,21,1
3346,21,1
3355,21,1
3367,21,1
3370,21,1
3374,21,1
3375,21,1
3380,21,1
3383,21,1
3384,21,1
3407,21,1
3421,21,1
3426,21,1
3433,21,1
3435,21,1
3446,21,1
3463,21,1
3468,21,1
3471,21,1
3474,21,1
3490,21,1
3501,21,1
3503,21,1
3505,21,1
3511,21,1
3538,21,1
3543,21,1
3548,21,1
3549,21,1
3561,21,1
3572,21,1
3580,21,1
3598,21,1
3601,21,1
3623,21,1
3633,21,1
3648,21,1
3657,21,1
3661,21,1
3671,21,1
3674,21,1
3675,21,1
3681,21,1
3697,21,1
3701,21,1
3711,21,1
3714,21,1
3744,21,1
3749,21,1
3762,21,1
3767,21,1
3783,21,1
3789,21,1
3807,21,1
3811,21,1
3815,21,1
3816,21,1
3822,21,1
3827,21,1
3828,21,1
3847,21,1
3850,21,1
3852,21,1
3854,21,1
3855,21,1
3865,21,1
3880,21,1
3898,21,1
3908,21,1
3912,21,1
3919,21,1
3923,21,1
3926,21,1
3931,21,1
3937,21,1
3949,21,1
3950,21,1
3976,21,1
3988,21,1
3992,21,1
3993,21,1
4003,21,1
4022,21,1
4026,21,1
4047,21,1
4051,21,1
4057,21,1
4059,21,1
4062,21,1
4068,21,1
4073,21,1
4088,21,1
4126,21,1
4139,21,1
4141,21,1
4143,21,1
4152,21,1
4170,21,1
4175,21,1
4176,21,1
4179,21,1
4191,21,1
4195,21,1
4200,21,1
4202,21,1
4214,21,1
4223,21,1
4225,21,1
4226,21,1
4241,21,1
4243,21,1
4262,21,1
4267,21,1
4273,21,1
4287,21,1
4299,21,1
4304,21,1
4308,21,1
4325,21,1
4348,21,1
4369,21,1
4370,21,1
4382,21,1
4386,21,1
4395,21,1
4399,21,1
4407,21,1
4442,21,1
4462,21,1
4477,21,1
4479,21,1
4484,21,1
4494,21,1
4504,21,1
4505,21,1
4509,21,1
4514,21,1
4522,21,1
4525,21,1
4533,21,1
4536,21,1
4547,21,1
4575,21,1
4588,21,1
4589,21,1
4597,21,1
4600,21,1
4613,21,1
4616,21,1
4634,21,1
4637,21,1
4646,21,1
4659,21,1
4662,21,1
4671,21,1
4672,21,1
4684,21,1
4686,21,1
4707,21,1
4717,21,1
4740,21,1
4743,21,1
4750,21,1
4751,21,1
4754,21,1
4763,21,1
4781,21,1
4812,21,1
4818,21,1
4822,21,1
4850,21,1
4857,21,1
4866,21,1
4868,21,1
4896,21,1
4898,21,1
4900,21,1
4902,21,1
4904,21,1
4908,21,1
4925,21,1
4932,21,1
4946,21,1
4951,21,1
4981,21,1
4994,21,1
5000,21,1
5022,21,1
5032,21,1
5036,21,1
5070,21,1
5084,21,1
5088,21,1
5101,21,1
5115,21,1
5124,21,1
5132,21,1
5137,21,1
5149,21,1
5163,21,1
5171,21,1
5173,21,1
5200,21,1
5217,21,1
5254,21,1
5264,21,1
5269,21,1
5274,21,1
5276,21,1
5286,21,1
5297,21,1
5304,21,1
5305,21,1
5313,21,1
5314,21,1
5337,21,1
5365,21,1
5382,21,1
5385,21,1
5397,21,1
5409,21,1
5413,21,1
5417,21,1
5419,21,1
5428,21,1
5454,21,1
5459,21,1
5466,21,1
5468,21,1
5474,21,1
5475,21,1
5494,21,1
5497,21,1
5507,21,1
5514,21,1
5515,21,1
5516,21,1
5525,21,1
5544,21,1
5551,21,1
5563,21,1
5574,21,1
5599,21,1
5601,21,1
5607,21,1
5632,21,1
5646,21,1
5650,21,1
5653,21,1
5687,21,1
5694,21,1
5700,21,1
5715,21,1
5736,21,1
5741,21,1
5746,21,1
5747,21,1
5757,21,1
5763,21,1
5774,21,1
5784,21,1
5810,21,1
5823,21,1
5824,21,1
5826,21,1
5832,21,1
5834,21,1
5837,21,1
5842,21,1
5845,21,1
5863,21,1
5864,21,1
5865,21,1
5869,21,1
5876,21,1
5883,21,1
5887,21,1
5893,21,1
5898,21,1
5901,21,1
5904,21,1
5909,21,1
5914,21,1
5921,21,1
5931,21,1
5936,21,1
5950,21,1
5961,21,1
5967,21,1
5971,21,1
5972,21,1
5973,21,1
5993,21,1
5999,21,1
6001,21,1
6029,21,1
6034,21,1
6035,21,1
6041,21,1
6045,21,1
6053,21,1
6055,21,1
6056,21,1
6060,21,1
6063,21,1
6074,21,1
6091,21,1
6111,21,1
6120,21,1
6145,21,1
6152,21,1
6172,21,1
6192,21,1
6222,21,1
6243,21,1
6249,21,1
6255,21,1
6256,21,1
6267,21,1
6283,21,1
6295,21,1
6346,21,1
6356,21,1
6375,21,1
6376,21,1
6382,21,1
6383,21,1
6393,21,1
6403,21,1
6419,21,1
6428,21,1
6435,21,1
6448,21,1
6458,21,1
6465,21,1
6466,21,1
6481,21,1
6496,21,1
6498,21,1
6500,21,1
6504,21,1
6506,21,1
6508,21,1
6510,21,1
6511,21,1
6516,21,1
6526,21,1
6528,21,1
6532,21,1
6536,21,1
6548,21,1
6557,21,1
6558,21,1
6560,21,1
6561,21,1
6566,21,1
6570,21,1
6586,21,1
6595,21,1
6611,21,1
6612,21,1
6633,21,1
6637,21,1
6643,21,1
6662,21,1
6668,21,1
6669,21,1
6670,21,1
6677,21,1
6679,21,1
6692,21,1
6703,21,1
6704,21,1
6710,21,1
6720,21,1
6734,21,1
6735,21,1
6740,21,1
6763,21,1
6776,21,1
6808,21,1
6814,21,1
6815,21,1
6816,21,1
6820,21,1
6824,21,1
6827,21,1
6828,21,1
6835,21,1
6841,21,1
6843,21,1
6851,21,1
6891,21,1
6897,21,1
6909,21,1
6954,21,1
6960,21,1
6973,21,1
6977,21,1
6978,21,1
6980,21,1
6984,21,1
7000,21,1
7003,21,1
7009,21,1
7033,21,1
7042,21,1
7058,21,1
7068,21,1
7071,21,1
7077,21,1
7100,21,1
7127,21,1
7132,21,1
7145,21,1
7160,21,1
7181,21,1
7184,21,1
7192,21,1
7209,21,1
7214,21,1
7217,21,1
7226,21,1
7247,21,1
7270,21,1
7274,21,1
7290,21,1
7318,21,1
7335,21,1
7390,21,1
7405,21,1
7407,21,1
7431,21,1
7432,21,1
7436,21,1
7437,21,1
7447,21,1
7459,21,1
7475,21,1
7493,21,1
7496,21,1
7500,21,1
7505,21,1
7507,21,1
7509,21,1
7513,21,1
7527,21,1
7538,21,1
7548,21,1
7549,21,1
7554,21,1
7557,21,1
7559,21,1
7577,21,1
7583,21,1
7584,21,1
7593,21,1
7596,21,1
7608,21,1
7616,21,1
7620,21,1
7624,21,1
7663,21,1
7664,21,1
7670,21,1
7671,21,1
7685,21,1
7692,21,1
7694,21,1
7700,21,1
7701,21,1
7702,21,1
7703,21,1
7706,21,1
7710,21,1
7713,21,1
7733,21,1
7739,21,1
7749,21,1
7758,21,1
7762,21,1
7771,21,1
7774,21,1
7787,21,1
7807,21,1
7824,21,1
7838,21,1
7846,21,1
7851,21,1
7858,21,1
7860,21,1
7869,21,1
7876,21,1
7891,21,1
7901,21,1
7909,21,1
7912,21,1
7917,21,1
7934,21,1
7947,21,1
7949,21,1
7951,21,1
7960,21,1
7966,21,1
7967,21,1
7971,21,1
7988,21,1
7994,21,1
7996,21,1
8003,21,1
8004,21,1
8007,21,1
8008,21,1
8013,21,1
8014,21,1
8020,21,1
8026,21,1
22,22,1
24,22,1
29,22,1
54,22,1
68,22,1
150,22,1
252,22,1
257,22,1
288,22,1
293,22,1
316,22,1
353,22,1
407,22,1
425,22,1
435,22,1
494,22,1
520,22,1
533,22,1
538,22,1
575,22,1
661,22,1
683,22,1
688,22,1
708,22,1
816,22,1
865,22,1
1015,22,1
1023,22,1
1051,22,1
1124,22,1
1155,22,1
1156,22,1
1165,22,1
1186,22,1
1220,22,1
1231,22,1
1246,22,1
1298,22,1
1299,22,1
1338,22,1
1347,22,1
1384,22,1
1400,22,1
1408,22,1
1450,22,1
1486,22,1
1499,22,1
1501,22,1
1565,22,1
1609,22,1
1632,22,1
1638,22,1
1652,22,1
1657,22,1
1699,22,1
1715,22,1
1749,22,1
1861,22,1
1871,22,1
2110,22,1
2124,22,1
2151,22,1
2162,22,1
2165,22,1
2193,22,1
2215,22,1
2254,22,1
2353,22,1
2519,22,1
2619,22,1
2629,22,1
2663,22,1
2666,22,1
2667,22,1
2680,22,1
2681,22,1
2704,22,1
2750,22,1
2776,22,1
2809,22,1
2836,22,1
2858,22,1
2908,22,1
2913,22,1
3078,22,1
3082,22,1
3109,22,1
3171,22,1
3200,22,1
3203,22,1
3255,22,1
3263,22,1
3281,22,1
3319,22,1
3411,22,1
3485,22,1
3506,22,1
3602,22,1
3684,22,1
3690,22,1
3731,22,1
3795,22,1
3840,22,1
3858,22,1
3918,22,1
3946,22,1
3962,22,1
3969,22,1
3978,22,1
3980,22,1
3986,22,1
4016,22,1
4034,22,1
4040,22,1
4048,22,1
4100,22,1
4104,22,1
4140,22,1
4162,22,1
4209,22,1
4236,22,1
4247,22,1
4295,22,1
4343,22,1
4376,22,1
4418,22,1
4443,22,1
4468,22,1
4469,22,1
4636,22,1
4693,22,1
4726,22,1
4728,22,1
4799,22,1
4800,22,1
4817,22,1
4836,22,1
4843,22,1
4869,22,1
4872,22,1
4924,22,1
4990,22,1
5003,22,1
5067,22,1
5078,22,1
5096,22,1
5178,22,1
5199,22,1
5232,22,1
5278,22,1
5341,22,1
5378,22,1
5408,22,1
5416,22,1
5421,22,1
5423,22,1
5446,22,1
5458,22,1
5565,22,1
5568,22,1
5625,22,1
5645,22,1
5666,22,1
5701,22,1
5704,22,1
5708,22,1
5742,22,1
5743,22,1
5793,22,1
5821,22,1
5849,22,1
5859,22,1
5896,22,1
5947,22,1
6013,22,1
6058,22,1
6083,22,1
6123,22,1
6131,22,1
6176,22,1
6183,22,1
6208,22,1
6274,22,1
6324,22,1
6368,22,1
6416,22,1
6443,22,1
6469,22,1
6553,22,1
6660,22,1
6664,22,1
6686,22,1
6702,22,1
6784,22,1
6800,22,1
6840,22,1
6914,22,1
6979,22,1
7054,22,1
7118,22,1
7210,22,1
7218,22,1
7294,22,1
7359,22,1
7381,22,1
7519,22,1
7521,22,1
7531,22,1
7566,22,1
7693,22,1
7708,22,1
7722,22,1
7750,22,1
